newcatc,newcat,velocity,weightpercentw,diametermm,thicknessmm,heightin,craterdiameterfromouteredgesmm,whenbreakupstartsframe,breakuplocation,inflectionpoint,retraction,category,comments,craterdiameterfromouteredgesmmno,rownum,blocknum,pcat1,pcat2,pcat3,pcat4,pcat5,pcatmax,rho,sigma_y,nu,sigma_i,sigma_f,sigma_v,pi1,pi2,pi3,pi4,pi5,pi6,pi7,pi8,,,,_clus_2,splash,predsplash,issplash,newcat1,aaa1,aaa2,aaa3,aaa4,aaa5
Crater,Crater,3.80,0.25,0.01,0.00,29,24.90,N,N,N,N,Stuck,,29.90,163,3,0.01,0.17,0.78,0.03,0.01,0.78,"1,000.50",64,0.96,"14,459.32","1,280.51","1,216.51",400.3182032581620000000000000,361.3022962581620000000000000,225.9268421289320000000000000,6.9479166666666700000000000,0.6253125000000000000000000,0.0000005816898265705490000,31.3299550381791000000000000,0.4797601199400300000000000,,,,1,0,0.00,0,Crater,0.08,0.14,0.35,0.08,0.34
Crater,Crater,3.80,0.25,0.01,0.00,29,26.30,N,N,N,N,Stuck,,31.60,164,4,0.02,0.39,0.58,0.01,0.00,0.58,"1,000.50",64,0.96,"14,459.32",976.38,912.38,232.7444718952160000000000000,203.2325416452160000000000000,225.9268421289320000000000000,6.9479166666666700000000000,1.1116666666666700000000000,0.0000013340010431761400000,41.7732733842387000000000000,0.3598200899550220000000000,,,,1,0,0.00,0,Crater,0.07,0.13,0.34,0.09,0.37
Broken Sheet,Broken Sheet,3.80,0.25,0.02,0.00,29,34.30,88,M,N,N,Fall,Transition,41.20,165,5,0.00,0.00,0.25,0.24,0.50,0.50,"1,000.50",64,0.96,"14,459.32","7,363.05","7,299.05",13235.9781072938000000000000000,13006.8826652938000000000000000,225.9268421289320000000000000,15.6328125000000000000000000,0.0173697916666667000000000,0.0000000029321725015792800,7.8324887595447600000000000,1.9190404797601200000000000,,,,2,0,0.13,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,3.80,0.25,0.02,0.00,29,37.80,N,N,N,N,Stick,,45.30,166,6,0.00,0.01,0.52,0.24,0.24,0.52,"1,000.50",64,0.96,"14,459.32","2,497.02","2,433.02",1522.2409990326500000000000000,1445.2091850326500000000000000,225.9268421289320000000000000,15.6328125000000000000000000,0.1563281250000000000000000,0.0000000764862549275221000,23.4974662786343000000000000,0.6396801599200400000000000,,,,2,0,0.04,0,Broken or Intact Sheet,0.10,0.16,0.36,0.08,0.30
Intact Sheet,Intact Sheet,3.80,0.25,0.02,0.00,29,41.80,N,N,N,N,Stuck,,50.10,167,7,0.00,0.06,0.81,0.08,0.05,0.81,"1,000.50",64,0.96,"14,459.32","1,280.51","1,216.51",400.3182032581620000000000000,361.3022962581620000000000000,225.9268421289320000000000000,15.6328125000000000000000000,0.6253125000000000000000000,0.0000005816898265705490000,46.9949325572686000000000000,0.3198400799600200000000000,,,,2,0,0.00,0,Broken or Intact Sheet,0.08,0.14,0.35,0.08,0.34
Crater,Crater,3.80,0.25,0.02,0.00,29,40.80,N,N,N,N,Stuck,,49,168,8,0.01,0.16,0.79,0.03,0.02,0.79,"1,000.50",64,0.96,"14,459.32",976.38,912.38,232.7444718952160000000000000,203.2325416452160000000000000,225.9268421289320000000000000,15.6328125000000000000000000,1.1116666666666700000000000,0.0000013340010431761400000,62.6599100763581000000000000,0.2398800599700150000000000,,,,2,0,0.00,0,Crater,0.07,0.13,0.34,0.09,0.37
Splash,Splash,3.80,0.25,0.02,0.00,29,46.80,84,M,N,N,Fall,Transition,56.10,169,9,0.00,0.00,0.09,0.13,0.78,0.78,"1,000.50",64,0.96,"14,459.32","7,363.05","7,299.05",13235.9781072938000000000000000,13006.8826652938000000000000000,225.9268421289320000000000000,27.7916666666667000000000000,0.0173697916666667000000000,0.0000000029321725015792800,10.4433183460597000000000000,1.4392803598200900000000000,,,,3,1,0.44,0,Splash,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,3.80,0.25,0.02,0.00,29,45.80,N,N,N,N,Stick,,54.90,170,10,0.00,0.00,0.24,0.24,0.52,0.52,"1,000.50",64,0.96,"14,459.32","2,497.02","2,433.02",1522.2409990326500000000000000,1445.2091850326500000000000000,225.9268421289320000000000000,27.7916666666667000000000000,0.1563281250000000000000000,0.0000000764862549275221000,31.3299550381791000000000000,0.4797601199400300000000000,,,,3,0,0.16,0,Broken or Intact Sheet,0.10,0.16,0.36,0.08,0.30
Intact Sheet,Intact Sheet,3.80,0.25,0.02,0.00,29,51.30,N,N,N,N,Stuck,,61.50,171,11,0.00,0.02,0.63,0.19,0.16,0.63,"1,000.50",64,0.96,"14,459.32","1,280.51","1,216.51",400.3182032581620000000000000,361.3022962581620000000000000,225.9268421289320000000000000,27.7916666666667000000000000,0.6253125000000000000000000,0.0000005816898265705490000,62.6599100763581000000000000,0.2398800599700150000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.08,0.14,0.35,0.08,0.34
Intact Sheet,Intact Sheet,3.80,0.25,0.02,0.00,29,56.70,N,N,N,N,Stuck,,68,172,12,0.00,0.05,0.80,0.09,0.06,0.80,"1,000.50",64,0.96,"14,459.32",976.38,912.38,232.7444718952160000000000000,203.2325416452160000000000000,225.9268421289320000000000000,27.7916666666667000000000000,1.1116666666666700000000000,0.0000013340010431761400000,83.5465467684775000000000000,0.1799100449775110000000000,,,,3,0,0.00,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.37
Splash,Splash,3.80,0.25,0.03,0.00,29,57.80,87,M,N,N,SD,,69.30,173,13,0.000007,0.00,0.03,0.05,0.93,0.93,"1,000.50",64,0.96,"14,459.32","7,363.05","7,299.05",13235.9781072938000000000000000,13006.8826652938000000000000000,225.9268421289320000000000000,43.4244791666667000000000000,0.0173697916666667000000000,0.0000000029321725015792800,13.0541479325746000000000000,1.1514242878560700000000000,,,,3,1,0.79,1,Splash,0.11,0.18,0.37,0.08,0.27
Splash,Splash,3.80,0.25,0.03,0.00,29,58.80,113,M,N,N,Fall,Transition,70.50,174,14,0.00,0.00,0.08,0.12,0.80,0.80,"1,000.50",64,0.96,"14,459.32","2,497.02","2,433.02",1522.2409990326500000000000000,1445.2091850326500000000000000,225.9268421289320000000000000,43.4244791666667000000000000,0.1563281250000000000000000,0.0000000764862549275221000,39.1624437977238000000000000,0.3838080959520240000000000,,,,3,1,0.47,0,Splash,0.10,0.16,0.36,0.08,0.30
Intact Sheet,Intact Sheet,3.80,0.25,0.03,0.00,29,69.20,81,T,N,N,Stuck,,83,175,15,0.00,0.00,0.34,0.26,0.40,0.40,"1,000.50",64,0.96,"14,459.32","1,280.51","1,216.51",400.3182032581620000000000000,361.3022962581620000000000000,225.9268421289320000000000000,43.4244791666667000000000000,0.6253125000000000000000000,0.0000005816898265705490000,78.3248875954476000000000000,0.1919040479760120000000000,,,,3,0,0.08,0,Broken or Intact Sheet,0.08,0.14,0.35,0.08,0.34
Intact Sheet,Intact Sheet,3.80,0.25,0.03,0.00,29,60.40,N,N,N,N,Stuck,,72.50,176,16,0.00,0.02,0.61,0.20,0.17,0.61,"1,000.50",64,0.96,"14,459.32",976.38,912.38,232.7444718952160000000000000,203.2325416452160000000000000,225.9268421289320000000000000,43.4244791666667000000000000,1.1116666666666700000000000,0.0000013340010431761400000,104.4331834605970000000000000,0.1439280359820090000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.37
Crater,Crater,3.80,1,0.01,0.00,29,18.50,N,N,N,Y,Stuck,Fill Back,22.20,177,1,0.23,0.69,0.08,0.00,0.00,0.69,"1,002",106,2.10,"14,481.00","16,072.68","15,966.68",22991.3734958205000000000000000,22689.1153648771000000000000000,136.6131701323320000000000000,2.4084353741496600000000000,0.0060210884353741500000000,0.0000000021136532044128300,1.4075093428856300000000000,8.3041464241328700000000000,,,,2,0,0.01,0,Crater,0.11,0.18,0.37,0.08,0.26
Lump,Lump,3.80,1,0.01,0.00,29,17.40,N,N,N,Y,Stuck,Fill back,20.90,178,2,0.49,0.48,0.03,0.00,0.00,0.49,"1,002",106,2.10,"14,481.00","5,428.23","5,322.23",2622.4321953008100000000000000,2521.0128183196800000000000000,136.6131701323320000000000000,2.4084353741496600000000000,0.0541897959183673000000000,0.0000000555924271564081000,4.2225280286568900000000000,2.7680488080442900000000000,,,,2,0,0.00,0,Lump,0.11,0.18,0.36,0.08,0.28
Lump,Lump,3.80,1,0.01,0.00,29,20.40,N,N,N,Y,Stuck,Fill back,24.50,179,3,0.85,0.15,0.00,0.00,0.00,0.85,"1,002",106,2.10,"14,481.00","2,767.11","2,661.11",681.4628930704860000000000000,630.2532045799200000000000000,136.6131701323320000000000000,2.4084353741496600000000000,0.2167591836734690000000000,0.0000004278659110344270000,8.4450560573137800000000000,1.3840244040221400000000000,,,,2,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.29
Lump,Lump,3.80,1,0.01,0.00,29,19.90,N,N,N,Y,Stuck,Boing,23.90,180,4,0.95,0.05,0.00,0.000009,0.000005,0.95,"1,002",106,2.10,"14,481.00","2,101.84","1,995.84",393.1746939441300000000000000,354.5174275762050000000000000,136.6131701323320000000000000,2.4084353741496600000000000,0.3853496598639460000000000,0.0000009887877528597760000,11.2600747430850000000000000,1.0380183030166100000000000,,,,2,0,0.00,0,Lump,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,3.80,1,0.02,0.00,29,28.30,N,N,N,Y,Stuck,Tiny retraction,34,181,5,0.08,0.68,0.24,0.00,0.00,0.68,"1,002",106,2.10,"14,481.00","16,072.68","15,966.68",22991.3734958205000000000000000,22689.1153648771000000000000000,136.6131701323320000000000000,5.4189795918367300000000000,0.0060210884353741500000000,0.0000000021136532044128300,2.1112640143284500000000000,5.5360976160885800000000000,,,,3,0,0.01,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.26
Crater,Crater,3.80,1,0.02,0.00,29,28.30,N,N,N,Y,Stuck,Tiny retraction,34,182,6,0.21,0.70,0.09,0.00,0.00,0.70,"1,002",106,2.10,"14,481.00","5,428.23","5,322.23",2622.4321953008100000000000000,2521.0128183196800000000000000,136.6131701323320000000000000,5.4189795918367300000000000,0.0541897959183673000000000,0.0000000555924271564081000,6.3337920429853400000000000,1.8453658720295300000000000,,,,3,0,0.01,0,Crater,0.11,0.18,0.36,0.08,0.28
Crater,Crater,3.80,1,0.02,0.00,29,27.40,N,N,N,Y,Stuck,Fill back,32.90,183,7,0.61,0.37,0.02,0.00,0.00,0.61,"1,002",106,2.10,"14,481.00","2,767.11","2,661.11",681.4628930704860000000000000,630.2532045799200000000000000,136.6131701323320000000000000,5.4189795918367300000000000,0.2167591836734690000000000,0.0000004278659110344270000,12.6675840859707000000000000,0.9226829360147630000000000,,,,3,0,0.00,0,Crater,0.10,0.17,0.36,0.08,0.29
Crater,Crater,3.80,1,0.02,0.00,29,30.30,N,N,N,Y,Stuck,Fill back,36.40,184,8,0.84,0.16,0.01,0.00,0.00,0.84,"1,002",106,2.10,"14,481.00","2,101.84","1,995.84",393.1746939441300000000000000,354.5174275762050000000000000,136.6131701323320000000000000,5.4189795918367300000000000,0.3853496598639460000000000,0.0000009887877528597760000,16.8901121146276000000000000,0.6920122020110720000000000,,,,3,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,3.80,1,0.02,0.00,29,41.80,N,N,N,Y,Stuck,Tiny retraction,50.20,185,9,0.02,0.45,0.52,0.01,0.00,0.52,"1,002",106,2.10,"14,481.00","16,072.68","15,966.68",22991.3734958205000000000000000,22689.1153648771000000000000000,136.6131701323320000000000000,9.6337414965986400000000000,0.0060210884353741500000000,0.0000000021136532044128300,2.8150186857712600000000000,4.1520732120664300000000000,,,,3,0,0.03,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.26
Crater,Crater,3.80,1,0.02,0.00,29,42.30,N,N,N,Y,Stuck,Tiny retraction,50.80,186,10,0.07,0.67,0.26,0.00,0.00,0.67,"1,002",106,2.10,"14,481.00","5,428.23","5,322.23",2622.4321953008100000000000000,2521.0128183196800000000000000,136.6131701323320000000000000,9.6337414965986400000000000,0.0541897959183673000000000,0.0000000555924271564081000,8.4450560573137800000000000,1.3840244040221400000000000,,,,3,0,0.01,0,Crater,0.11,0.18,0.36,0.08,0.28
Crater,Crater,3.80,1,0.02,0.00,29,42.30,N,N,N,Y,Stuck,Tiny retraction,50.70,187,11,0.31,0.63,0.06,0.00,0.00,0.63,"1,002",106,2.10,"14,481.00","2,767.11","2,661.11",681.4628930704860000000000000,630.2532045799200000000000000,136.6131701323320000000000000,9.6337414965986400000000000,0.2167591836734690000000000,0.0000004278659110344270000,16.8901121146276000000000000,0.6920122020110720000000000,,,,3,0,0.01,0,Crater,0.10,0.17,0.36,0.08,0.29
Crater,Crater,3.80,1,0.02,0.00,29,41.80,N,N,N,Y,Stuck,Fill back,50.20,188,12,0.59,0.39,0.02,0.00,0.00,0.59,"1,002",106,2.10,"14,481.00","2,101.84","1,995.84",393.1746939441300000000000000,354.5174275762050000000000000,136.6131701323320000000000000,9.6337414965986400000000000,0.3853496598639460000000000,0.0000009887877528597760000,22.5201494861701000000000000,0.5190091515083040000000000,,,,3,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,3.80,1,0.03,0.00,29,58.20,N,N,N,Y,Stuck,Tiny retraction,69.80,189,13,0.01,0.19,0.76,0.02,0.01,0.76,"1,002",106,2.10,"14,481.00","16,072.68","15,966.68",22991.3734958205000000000000000,22689.1153648771000000000000000,136.6131701323320000000000000,15.0527210884354000000000000,0.0060210884353741500000000,0.0000000021136532044128300,3.5187733572140800000000000,3.3216585696531500000000000,,,,3,0,0.05,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.26
Intact Sheet,Intact Sheet,3.80,1,0.03,0.00,29,55.20,N,N,N,Y,Stuck,Tiny retraction,66.20,190,14,0.02,0.43,0.54,0.01,0.00,0.54,"1,002",106,2.10,"14,481.00","5,428.23","5,322.23",2622.4321953008100000000000000,2521.0128183196800000000000000,136.6131701323320000000000000,15.0527210884354000000000000,0.0541897959183673000000000,0.0000000555924271564081000,10.5563200716422000000000000,1.1072195232177200000000000,,,,3,0,0.03,0,Broken or Intact Sheet,0.11,0.18,0.36,0.08,0.28
Intact Sheet,Intact Sheet,3.80,1,0.03,0.00,29,55.30,N,N,N,Y,Stuck,Tiny retraction,66.30,191,15,0.11,0.71,0.17,0.00,0.00,0.71,"1,002",106,2.10,"14,481.00","2,767.11","2,661.11",681.4628930704860000000000000,630.2532045799200000000000000,136.6131701323320000000000000,15.0527210884354000000000000,0.2167591836734690000000000,0.0000004278659110344270000,21.1126401432845000000000000,0.5536097616088580000000000,,,,3,0,0.01,0,Broken or Intact Sheet,0.10,0.17,0.36,0.08,0.29
Crater,Crater,3.80,1,0.03,0.00,29,51.80,N,N,N,Y,Stuck,Tiny retraction,62.10,192,16,0.29,0.65,0.06,0.00,0.00,0.65,"1,002",106,2.10,"14,481.00","2,101.84","1,995.84",393.1746939441300000000000000,354.5174275762050000000000000,136.6131701323320000000000000,15.0527210884354000000000000,0.3853496598639460000000000,0.0000009887877528597760000,28.1501868577126000000000000,0.4152073212066430000000000,,,,3,0,0.01,0,Crater,0.09,0.16,0.36,0.08,0.31
Splash,Splash,2.55,0.10,0.01,0.00,13,39.30,129,B,N,N,BUP,Bad Test,47.10,193,1,0.00,0.02,0.69,0.16,0.12,0.69,"1,000.20",13,0.23,"6,479.82","1,183.84","1,170.84",8292.7007102374000000000000000,8111.5721763912500000000000000,498.4476766575840000000000000,24.5795841209830000000000000,0.0614489603024575000000000,0.0000000026861602239926100,27.4381182111658000000000000,0.8136834171627210000000000,,,,4,1,0.52,1,Splash,0.10,0.16,0.36,0.08,0.30
Intact Sheet,Intact Sheet,2.55,0.10,0.01,0.00,13,35.10,N,N,N,N,Fall,,42.10,194,2,0.00,0.07,0.82,0.07,0.04,0.82,"1,000.20",13,0.23,"6,479.82",403.28,390.28,962.3286419921900000000000000,901.2857973768050000000000000,498.4476766575840000000000000,24.5795841209830000000000000,0.5530406427221170000000000,0.0000000694425640845545000,82.3143546334975000000000000,0.2712278057209070000000000,,,,4,0,0.02,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.38
Intact Sheet,Intact Sheet,2.55,0.10,0.01,0.00,13,36.80,N,N,N,N,Stick,Bad Drop,44.10,195,3,0.01,0.29,0.67,0.01,0.01,0.67,"1,000.20",13,0.23,"6,479.82",208.14,195.14,256.3428716518940000000000000,225.3214493442010000000000000,498.4476766575840000000000000,24.5795841209830000000000000,2.2121625708884700000000000,0.0000005213842535297300000,164.6287092669950000000000000,0.1356139028604540000000000,,,,4,0,0.00,0,Broken or Intact Sheet,0.04,0.09,0.28,0.09,0.50
Intact Sheet,Intact Sheet,2.55,0.10,0.01,0.00,13,34.20,N,N,N,N,Stick,,41,196,4,0.04,0.55,0.41,0.00,0.00,0.55,"1,000.20",13,0.23,"6,479.82",159.35,146.35,150.2593819868820000000000000,126.7433152561130000000000000,498.4476766575840000000000000,24.5795841209830000000000000,3.9327334593572800000000000,0.0000011859770752556200000,219.5049456893270000000000000,0.1017104271453400000000000,,,,4,0,0.000000,0,Broken or Intact Sheet,0.03,0.07,0.24,0.08,0.58
Splash,Splash,2.55,0.10,0.02,0.00,13,44.80,130,B,N,N,BUP,,53.70,197,5,0.00,0.01,0.41,0.26,0.33,0.41,"1,000.20",13,0.23,"6,479.82","1,183.84","1,170.84",8292.7007102374000000000000000,8111.5721763912500000000000000,498.4476766575840000000000000,55.3040642722117000000000000,0.0614489603024575000000000,0.0000000026861602239926100,41.1571773167487000000000000,0.5424556114418140000000000,,,,5,1,1.00,1,Splash,0.10,0.16,0.36,0.08,0.30
Intact Sheet,Intact Sheet,2.55,0.10,0.02,0.00,13,38.80,N,N,N,N,Fall,,46.50,198,6,0.00,0.02,0.67,0.17,0.13,0.67,"1,000.20",13,0.23,"6,479.82",403.28,390.28,962.3286419921900000000000000,901.2857973768050000000000000,498.4476766575840000000000000,55.3040642722117000000000000,0.5530406427221170000000000,0.0000000694425640845545000,123.4715319502460000000000000,0.1808185371472710000000000,,,,5,0,0.88,1,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.38
Intact Sheet,Intact Sheet,2.55,0.10,0.02,0.00,13,46.20,N,N,N,N,Stick,,55.40,199,7,0.00,0.11,0.82,0.04,0.03,0.82,"1,000.20",13,0.23,"6,479.82",208.14,195.14,256.3428716518940000000000000,225.3214493442010000000000000,498.4476766575840000000000000,55.3040642722117000000000000,2.2121625708884700000000000,0.0000005213842535297300000,246.9430639004920000000000000,0.0904092685736357000000000,,,,5,0,0.01,0,Broken or Intact Sheet,0.04,0.09,0.28,0.09,0.50
Intact Sheet,Intact Sheet,2.55,0.10,0.02,0.00,13,46.30,N,N,N,N,Stick,,55.50,200,8,0.01,0.28,0.69,0.01,0.01,0.69,"1,000.20",13,0.23,"6,479.82",159.35,146.35,150.2593819868820000000000000,126.7433152561130000000000000,498.4476766575840000000000000,55.3040642722117000000000000,3.9327334593572800000000000,0.0000011859770752556200000,329.2574185339900000000000000,0.0678069514302268000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.03,0.07,0.24,0.08,0.58
Splash,Splash,2.55,0.10,0.02,0.00,13,62.30,143,B,N,N,BUP,BAD Droplet,74.80,201,9,0.00,0.00,0.16,0.20,0.63,0.63,"1,000.20",13,0.23,"6,479.82","1,183.84","1,170.84",8292.7007102374000000000000000,8111.5721763912500000000000000,498.4476766575840000000000000,98.3183364839320000000000000,0.0614489603024575000000000,0.0000000026861602239926100,54.8762364223317000000000000,0.4068417085813610000000000,,,,1,1,1.00,1,Splash,0.10,0.16,0.36,0.08,0.30
Splash,Splash,2.55,0.10,0.02,0.00,13,63.80,213,B,Y,N,Fall,Concavity Change,76.50,202,10,0.00,0.01,0.39,0.26,0.35,0.39,"1,000.20",13,0.23,"6,479.82",403.28,390.28,962.3286419921900000000000000,901.2857973768050000000000000,498.4476766575840000000000000,98.3183364839320000000000000,0.5530406427221170000000000,0.0000000694425640845545000,164.6287092669950000000000000,0.1356139028604540000000000,,,,1,1,1.00,1,Splash,0.07,0.13,0.34,0.09,0.38
Broken Sheet,Broken Sheet,2.55,0.10,0.02,0.00,13,68.80,N,N,Y,N,Fall,Concavity Change,82.60,203,11,0.00,0.03,0.76,0.13,0.08,0.76,"1,000.20",13,0.23,"6,479.82",208.14,195.14,256.3428716518940000000000000,225.3214493442010000000000000,498.4476766575840000000000000,98.3183364839320000000000000,2.2121625708884700000000000,0.0000005213842535297300000,329.2574185339900000000000000,0.0678069514302268000000000,,,,1,0,0.42,0,Broken or Intact Sheet,0.04,0.09,0.28,0.09,0.50
Intact Sheet,Intact Sheet,2.55,0.10,0.02,0.00,13,65.30,N,N,N,N,Stick,Bad Droplet,78.30,204,12,0.00,0.10,0.82,0.05,0.03,0.82,"1,000.20",13,0.23,"6,479.82",159.35,146.35,150.2593819868820000000000000,126.7433152561130000000000000,498.4476766575840000000000000,98.3183364839320000000000000,3.9327334593572800000000000,0.0000011859770752556200000,439.0098913786530000000000000,0.0508552135726701000000000,,,,1,0,0.00,0,Broken or Intact Sheet,0.03,0.07,0.24,0.08,0.58
Splash,Splash,2.55,0.10,0.03,0.00,13,78.10,159,B,N,N,BUP,,93.70,205,13,0.00,0.00,0.05,0.09,0.86,0.86,"1,000.20",13,0.23,"6,479.82","1,183.84","1,170.84",8292.7007102374000000000000000,8111.5721763912500000000000000,498.4476766575840000000000000,153.6224007561440000000000000,0.0614489603024575000000000,0.0000000026861602239926100,68.5952955279146000000000000,0.3254733668650890000000000,,,,2,1,1.00,1,Splash,0.10,0.16,0.36,0.08,0.30
Splash,Splash,2.55,0.10,0.03,0.00,13,99.30,197,B,N,N,Fall,,119.10,206,14,0.00,0.00,0.15,0.19,0.65,0.65,"1,000.20",13,0.23,"6,479.82",403.28,390.28,962.3286419921900000000000000,901.2857973768050000000000000,498.4476766575840000000000000,153.6224007561440000000000000,0.5530406427221170000000000,0.0000000694425640845545000,205.7858865837440000000000000,0.1084911222883630000000000,,,,2,1,1.00,1,Splash,0.07,0.13,0.34,0.09,0.38
Splash,Splash,2.55,0.10,0.03,0.00,13,94.20,209,B,N,N,Fall,Not Smooth Impact Surface,113,207,15,0.00,0.01,0.51,0.24,0.24,0.51,"1,000.20",13,0.23,"6,479.82",208.14,195.14,256.3428716518940000000000000,225.3214493442010000000000000,498.4476766575840000000000000,153.6224007561440000000000000,2.2121625708884700000000000,0.0000005213842535297300000,411.5717731674870000000000000,0.0542455611441814000000000,,,,2,1,0.98,1,Splash,0.04,0.09,0.28,0.09,0.50
Intact Sheet,Intact Sheet,2.55,0.10,0.03,0.00,13,92.80,N,N,N,N,Fall,"Concavity Change, Sheet held, Big",111.40,208,16,0.00,0.03,0.74,0.13,0.09,0.74,"1,000.20",13,0.23,"6,479.82",159.35,146.35,150.2593819868820000000000000,126.7433152561130000000000000,498.4476766575840000000000000,153.6224007561440000000000000,3.9327334593572800000000000,0.0000011859770752556200000,548.7623642233170000000000000,0.0406841708581361000000000,,,,2,0,0.20,0,Broken or Intact Sheet,0.03,0.07,0.24,0.08,0.58
Broken Sheet,Broken Sheet,2.55,0.15,0.01,0.00,13,32.80,97,T,N,N,OUT,,39.30,209,1,0.00,0.03,0.76,0.12,0.08,0.76,"1,000.30",33,0.49,"6,480.47","2,527.39","2,494.39",5865.6503085011300000000000000,5713.4752412284000000000000000,196.3778075441750000000000000,13.7483965014577000000000000,0.0343709912536443000000000,0.0000000114852710767800000,9.6331485282233900000000000,1.4547151006213300000000000,,,,5,0,0.01,0,Broken or Intact Sheet,0.11,0.18,0.36,0.08,0.28
Intact Sheet,Intact Sheet,2.55,0.15,0.01,0.00,13,30.90,N,N,N,N,Stick,,37.10,210,2,0.00,0.10,0.82,0.05,0.03,0.82,"1,000.30",33,0.49,"6,480.47",864.46,831.46,686.2222714496200000000000000,634.8305823587110000000000000,196.3778075441750000000000000,13.7483965014577000000000000,0.3093389212827990000000000,0.0000002945193706366590000,28.8994455846702000000000000,0.4849050335404430000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,2.55,0.15,0.01,0.00,13,33.70,N,N,N,N,Stick,,40.40,211,3,0.02,0.39,0.58,0.01,0.00,0.58,"1,000.30",33,0.49,"6,480.47",448.73,415.73,184.9034901351320000000000000,158.7076455896780000000000000,196.3778075441750000000000000,13.7483965014577000000000000,1.2373556851312000000000000,0.0000021860674599110700000,57.7988911693404000000000000,0.2424525167702210000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.36
Intact Sheet,Intact Sheet,2.55,0.15,0.01,0.00,13,31.40,N,N,N,N,Stick,,37.70,212,4,0.06,0.63,0.30,0.00,0.00,0.63,"1,000.30",33,0.49,"6,480.47",344.80,311.80,109.1699340532850000000000000,89.2730506441938000000000000,196.3778075441750000000000000,13.7483965014577000000000000,2.1997434402332400000000000,0.0000049367866285859700000,77.0651882257872000000000000,0.1818393875776660000000000,,,,5,0,0.000008,0,Broken or Intact Sheet,0.06,0.12,0.33,0.09,0.40
Splash,Splash,2.55,0.15,0.02,0.00,13,40,140,B,N,N,OUT,,48,213,5,0.00,0.01,0.52,0.24,0.24,0.52,"1,000.30",33,0.49,"6,480.47","2,527.39","2,494.39",5865.6503085011300000000000000,5713.4752412284000000000000000,196.3778075441750000000000000,30.9338921282799000000000000,0.0343709912536443000000000,0.0000000114852710767800000,14.4497227923351000000000000,0.9698100670808860000000000,,,,1,1,0.20,0,Splash,0.11,0.18,0.36,0.08,0.28
Broken Sheet,Broken Sheet,2.55,0.15,0.02,0.00,13,42.80,N,N,N,N,Stick,,51.30,214,6,0.00,0.03,0.75,0.13,0.09,0.75,"1,000.30",33,0.49,"6,480.47",864.46,831.46,686.2222714496200000000000000,634.8305823587110000000000000,196.3778075441750000000000000,30.9338921282799000000000000,0.3093389212827990000000000,0.0000002945193706366590000,43.3491683770053000000000000,0.3232700223602950000000000,,,,1,0,0.04,0,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,2.55,0.15,0.02,0.00,13,44.60,N,N,N,N,Stick,,53.50,215,7,0.01,0.16,0.79,0.03,0.02,0.79,"1,000.30",33,0.49,"6,480.47",448.73,415.73,184.9034901351320000000000000,158.7076455896780000000000000,196.3778075441750000000000000,30.9338921282799000000000000,1.2373556851312000000000000,0.0000021860674599110700000,86.6983367540106000000000000,0.1616350111801480000000000,,,,1,0,0.00,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.36
Intact Sheet,Intact Sheet,2.55,0.15,0.02,0.00,13,46.40,N,N,N,N,Stick,,55.70,216,8,0.02,0.37,0.60,0.01,0.01,0.60,"1,000.30",33,0.49,"6,480.47",344.80,311.80,109.1699340532850000000000000,89.2730506441938000000000000,196.3778075441750000000000000,30.9338921282799000000000000,2.1997434402332400000000000,0.0000049367866285859700000,115.5977823386810000000000000,0.1212262583851110000000000,,,,1,0,0.00,0,Broken or Intact Sheet,0.06,0.12,0.33,0.09,0.40
